scenario_family,budget,policy_kind,latency_days,block_count,policy_value_mean,policy_value_ci_low,policy_value_ci_high,stale_regret_mean,stale_regret_ci_low,stale_regret_ci_high,relative_loss_mean,relative_loss_ci_low,relative_loss_ci_high,target_overlap_mean,target_overlap_ci_low,target_overlap_ci_high,missed_at_risk_mean,missed_at_risk_ci_low,missed_at_risk_ci_high,window_miss_rate_mean,window_miss_rate_ci_low,window_miss_rate_ci_high,selected_customers_mean,selected_customers_ci_low,selected_customers_ci_high,partial_reopt_optimization_call_ratio_mean,partial_reopt_optimization_call_ratio_ci_low,partial_reopt_optimization_call_ratio_ci_high,partial_reopt_regret_recovery_ratio_mean,partial_reopt_regret_recovery_ratio_ci_low,partial_reopt_regret_recovery_ratio_ci_high,partial_reopt_full_refresh_value_ratio_mean,partial_reopt_full_refresh_value_ratio_ci_low,partial_reopt_full_refresh_value_ratio_ci_high,partial_reopt_target_overlap_mean,partial_reopt_target_overlap_ci_low,partial_reopt_target_overlap_ci_high,partial_reopt_missed_at_risk_mean,partial_reopt_missed_at_risk_ci_low,partial_reopt_missed_at_risk_ci_high,partial_reopt_window_miss_rate_mean,partial_reopt_window_miss_rate_ci_low,partial_reopt_window_miss_rate_ci_high,partial_reopt_relative_loss_mean,partial_reopt_relative_loss_ci_low,partial_reopt_relative_loss_ci_high,partial_reopt_target_overlap_recovery_mean,partial_reopt_target_overlap_recovery_ci_low,partial_reopt_target_overlap_recovery_ci_high,partial_reopt_missed_at_risk_recovery_mean,partial_reopt_missed_at_risk_recovery_ci_low,partial_reopt_missed_at_risk_recovery_ci_high,partial_reopt_window_miss_rate_recovery_mean,partial_reopt_window_miss_rate_recovery_ci_low,partial_reopt_window_miss_rate_recovery_ci_high,random_refresh_full_refresh_value_ratio_mean,random_refresh_full_refresh_value_ratio_ci_low,random_refresh_full_refresh_value_ratio_ci_high,random_refresh_target_overlap_mean,random_refresh_target_overlap_ci_low,random_refresh_target_overlap_ci_high,random_refresh_missed_at_risk_mean,random_refresh_missed_at_risk_ci_low,random_refresh_missed_at_risk_ci_high,random_refresh_window_miss_rate_mean,random_refresh_window_miss_rate_ci_low,random_refresh_window_miss_rate_ci_high,random_refresh_relative_loss_mean,random_refresh_relative_loss_ci_low,random_refresh_relative_loss_ci_high,random_refresh_target_overlap_recovery_mean,random_refresh_target_overlap_recovery_ci_low,random_refresh_target_overlap_recovery_ci_high,random_refresh_missed_at_risk_recovery_mean,random_refresh_missed_at_risk_recovery_ci_low,random_refresh_missed_at_risk_recovery_ci_high,random_refresh_window_miss_rate_recovery_mean,random_refresh_window_miss_rate_recovery_ci_low,random_refresh_window_miss_rate_recovery_ci_high,top_risk_refresh_full_refresh_value_ratio_mean,top_risk_refresh_full_refresh_value_ratio_ci_low,top_risk_refresh_full_refresh_value_ratio_ci_high,top_risk_refresh_target_overlap_mean,top_risk_refresh_target_overlap_ci_low,top_risk_refresh_target_overlap_ci_high,top_risk_refresh_missed_at_risk_mean,top_risk_refresh_missed_at_risk_ci_low,top_risk_refresh_missed_at_risk_ci_high,top_risk_refresh_window_miss_rate_mean,top_risk_refresh_window_miss_rate_ci_low,top_risk_refresh_window_miss_rate_ci_high,top_risk_refresh_relative_loss_mean,top_risk_refresh_relative_loss_ci_low,top_risk_refresh_relative_loss_ci_high,top_risk_refresh_target_overlap_recovery_mean,top_risk_refresh_target_overlap_recovery_ci_low,top_risk_refresh_target_overlap_recovery_ci_high,top_risk_refresh_missed_at_risk_recovery_mean,top_risk_refresh_missed_at_risk_recovery_ci_low,top_risk_refresh_missed_at_risk_recovery_ci_high,top_risk_refresh_window_miss_rate_recovery_mean,top_risk_refresh_window_miss_rate_recovery_ci_low,top_risk_refresh_window_miss_rate_recovery_ci_high,top_value_refresh_full_refresh_value_ratio_mean,top_value_refresh_full_refresh_value_ratio_ci_low,top_value_refresh_full_refresh_value_ratio_ci_high,top_value_refresh_target_overlap_mean,top_value_refresh_target_overlap_ci_low,top_value_refresh_target_overlap_ci_high,top_value_refresh_missed_at_risk_mean,top_value_refresh_missed_at_risk_ci_low,top_value_refresh_missed_at_risk_ci_high,top_value_refresh_window_miss_rate_mean,top_value_refresh_window_miss_rate_ci_low,top_value_refresh_window_miss_rate_ci_high,top_value_refresh_relative_loss_mean,top_value_refresh_relative_loss_ci_low,top_value_refresh_relative_loss_ci_high,top_value_refresh_target_overlap_recovery_mean,top_value_refresh_target_overlap_recovery_ci_low,top_value_refresh_target_overlap_recovery_ci_high,top_value_refresh_missed_at_risk_recovery_mean,top_value_refresh_missed_at_risk_recovery_ci_low,top_value_refresh_missed_at_risk_recovery_ci_high,top_value_refresh_window_miss_rate_recovery_mean,top_value_refresh_window_miss_rate_recovery_ci_low,top_value_refresh_window_miss_rate_recovery_ci_high
dormancy-heavy,390000,stronger-but-stale,3,48,824588.173565,752919.928194,894074.092492,-10094.427601,-18102.044694,-2721.90704,-0.009882,-0.020328,0.001683,0.775993,0.760449,0.793525,0.356324,0.329316,0.389332,0.01007,0.00624,0.01507,84.895833,82.33125,87.167708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dormancy-heavy,390000,weaker-but-fresh,0,48,555836.2009,498502.983768,618892.084079,258657.545063,236455.777886,280254.96929,0.32807,0.307915,0.346989,0.600835,0.588921,0.611823,0.246018,0.222046,0.272724,0.0,0.0,0.0,120.333333,116.75,123.615104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dormancy-heavy,560000,base-stale,0,48,1082025.947628,994450.548308,1164974.248642,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,120.25,117.0,123.251042,0.05362,0.049705,0.057074,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dormancy-heavy,560000,base-stale,1,48,1093303.51249,1003065.479887,1185833.249224,-11277.564862,-16572.886425,-7138.075349,-0.012424,-0.016989,-0.00801,0.918032,0.912961,0.923365,0.149662,0.129055,0.176353,0.002379,0.001095,0.003827,119.770833,116.288542,123.25,0.066122,0.062266,0.070174,-1.026439,-1.96462,-0.187412,1.00561,1.0019,1.009272,0.931231,0.926763,0.93522,0.118469,0.102661,0.138747,0.002367,0.001191,0.003693,-0.00561,-0.009033,-0.002127,0.148799,0.102042,0.192352,0.195052,0.143389,0.243326,0.001298,-0.000306,0.003379,1.012761,1.008829,1.01735,0.920745,0.916127,0.926205,0.145301,0.122803,0.171813,0.002375,0.001196,0.003809,-0.012761,-0.017877,-0.008087,0.027583,-0.003323,0.061798,0.024538,-0.008307,0.063409,0.000152,-0.000345,0.00064,1.016373,1.011752,1.021485,0.922319,0.918052,0.92702,0.140812,0.123793,0.162595,0.002718,0.00153,0.004271,-0.016373,-0.021838,-0.011975,0.046868,0.010561,0.080365,0.045074,0.016506,0.076479,-0.000987,-0.002323,-9e-06,1.013768,1.009189,1.018615,0.923695,0.917941,0.928897,0.146212,0.127153,0.169864,0.002375,0.001186,0.004031,-0.013768,-0.018758,-0.009226,0.062803,0.017258,0.112996,0.006459,-0.027366,0.040319,0.000547,-0.000474,0.001727
dormancy-heavy,560000,base-stale,3,48,1098191.639793,1020294.884572,1184813.179936,-16165.692164,-22003.327136,-10934.955007,-0.019284,-0.026763,-0.013151,0.871936,0.863122,0.88093,0.227632,0.202411,0.257742,0.003409,0.001919,0.005234,120.104167,117.225,123.324479,0.089396,0.085356,0.093533,-1.819275,-2.805151,-1.117257,0.998097,0.994495,1.00232,0.913352,0.907673,0.918829,0.135705,0.117243,0.156991,0.003827,0.002171,0.00522,0.001903,-0.001712,0.005719,0.306135,0.263558,0.342601,0.398574,0.356998,0.446505,-0.012644,-0.057421,0.011838,1.017088,1.010812,1.023461,0.882639,0.873318,0.892612,0.205794,0.185471,0.227996,0.003401,0.001814,0.005344,-0.017088,-0.023573,-0.010725,0.086058,0.065258,0.103051,0.088823,0.052622,0.119935,0.001026,-1.2e-05,0.002401,1.030836,1.024242,1.036806,0.890027,0.881712,0.898808,0.201161,0.178392,0.224219,0.00329,0.001924,0.004773,-0.030836,-0.037522,-0.024825,0.143553,0.116783,0.176848,0.104777,0.081478,0.131799,0.075987,-0.01012,0.169158,1.019569,1.01401,1.026101,0.884567,0.873629,0.893369,0.221255,0.198858,0.244019,0.003394,0.001953,0.005228,-0.019569,-0.025715,-0.014053,0.101492,0.055288,0.142128,0.014046,-0.017962,0.036549,0.001866,0.000313,0.003452
dormancy-heavy,560000,base-stale,7,48,1109399.857207,1017029.393441,1179396.161807,-27373.909578,-37733.598971,-17225.470548,-0.033453,-0.04497,-0.022744,0.812361,0.798409,0.825247,0.328031,0.308571,0.351884,0.005465,0.003387,0.007566,120.020833,116.925521,123.126042,0.124215,0.120136,0.127875,-2.881628,-4.961945,-1.503544,0.983373,0.978188,0.98908,0.904835,0.899226,0.909972,0.129152,0.110221,0.146522,0.007893,0.005457,0.010614,0.016627,0.011225,0.02182,0.459205,0.412953,0.510917,0.604599,0.562912,0.646593,-0.09698,-0.186626,-0.026109,1.029948,1.019538,1.040887,0.834342,0.817412,0.849773,0.282673,0.263326,0.305564,0.005402,0.003389,0.008252,-0.029948,-0.039273,-0.020025,0.123022,0.103512,0.142097,0.134933,0.105596,0.163329,0.02911,-0.015325,0.094909,1.045889,1.038104,1.05437,0.868304,0.858963,0.878636,0.235857,0.215948,0.253793,0.006987,0.004749,0.009611,-0.045889,-0.054835,-0.03728,0.2961,0.266699,0.325983,0.277693,0.245888,0.311647,0.004538,-0.138626,0.123479,1.031478,1.020615,1.041408,0.824069,0.8073,0.84069,0.321134,0.300552,0.34376,0.00546,0.003564,0.007623,-0.031478,-0.040723,-0.020988,0.076318,0.042619,0.107318,0.015614,-0.007265,0.036639,0.00088,-0.003337,0.004733
dormancy-heavy,560000,full-refresh,0,48,1082025.947628,988508.449304,1173400.852219,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,120.25,116.881771,123.520833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dormancy-heavy,560000,stronger-but-stale,3,48,1109077.293927,1021172.222084,1198705.495733,-27051.346298,-35118.828343,-20300.238658,-0.02526,-0.031529,-0.018096,0.800983,0.789076,0.81461,0.346252,0.31459,0.38378,0.006908,0.003954,0.009955,121.333333,117.958333,124.826562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dormancy-heavy,560000,weaker-but-fresh,0,48,756232.323327,687167.007967,838300.001651,325793.624302,296980.146003,351339.84069,0.310612,0.291189,0.332315,0.624719,0.618203,0.630819,0.183885,0.165023,0.203441,0.0,0.0,0.0,170.645833,165.905729,175.429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
promotion-heavy,220000,base-stale,0,48,646107.24972,595262.775785,695001.936569,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.75,39.416667,41.969271,0.048882,0.045275,0.052584,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
promotion-heavy,220000,base-stale,1,48,657007.732772,605109.744938,704164.104043,-10900.483052,-16992.623917,-4679.340241,-0.018199,-0.026988,-0.008741,0.881333,0.867406,0.896427,0.19421,0.159654,0.223702,0.001718,0.0,0.003516,40.229167,39.029688,41.354167,0.076312,0.073185,0.079469,-1.646222,-5.313003,0.473308,1.010533,1.00268,1.018899,0.897792,0.882453,0.912647,0.164013,0.130138,0.199998,0.002839,0.000641,0.005691,-0.010533,-0.018308,-0.003549,0.122289,0.048455,0.20019,0.183697,0.1064,0.261113,-0.000595,-0.002379,0.0,1.017667,1.010646,1.023932,0.889256,0.873579,0.902163,0.18651,0.158456,0.2197,0.001718,0.0,0.003944,-0.017667,-0.024334,-0.010625,0.001926,-0.119736,0.086706,0.055167,0.015647,0.099953,0.0,0.0,0.0,1.007907,1.000024,1.015821,0.913725,0.897502,0.926396,0.127449,0.09914,0.163082,0.002833,0.00056,0.005294,-0.007907,-0.015322,0.001305,0.246784,0.146604,0.339574,0.344899,0.235751,0.458306,0.000495,0.0,0.001486,1.017196,1.011583,1.023161,0.90817,0.895525,0.921936,0.182167,0.151572,0.213965,0.001634,0.0,0.003802,-0.017196,-0.024274,-0.011209,0.127108,0.003916,0.254543,-0.066427,-0.258383,0.107558,0.002395,-0.006598,0.011699
promotion-heavy,220000,base-stale,3,48,659991.992558,610877.341226,706588.676809,-13884.742839,-20988.561225,-7777.4346,-0.023463,-0.031432,-0.015053,0.821789,0.803913,0.839996,0.314679,0.266352,0.359381,0.002234,0.000508,0.004573,40.833333,39.375,42.042708,0.09583,0.092055,0.09902,-1.292866,-1.793091,-0.815506,0.999895,0.990512,1.008059,0.880416,0.863193,0.899172,0.183916,0.146372,0.222723,0.005125,0.002106,0.008775,0.000105,-0.009458,0.008745,0.319727,0.25128,0.384842,0.423637,0.353996,0.500633,-0.03587,-0.098679,0.00625,1.019406,1.010526,1.028078,0.83206,0.815077,0.847314,0.293016,0.254361,0.337229,0.002163,0.000463,0.004298,-0.019406,-0.027982,-0.010708,0.052347,0.014988,0.100548,0.068898,0.022862,0.130289,0.020833,0.0,0.0625,1.008006,1.000121,1.016357,0.918447,0.90598,0.931057,0.114122,0.087711,0.143735,0.005599,0.002975,0.008936,-0.008006,-0.015738,-0.000233,0.50039,0.405962,0.582017,0.630651,0.550899,0.714589,-0.015044,-0.058262,0.009284,1.024564,1.015328,1.033245,0.850445,0.833578,0.867074,0.296928,0.262215,0.337051,0.002172,0.000241,0.00427,-0.024564,-0.034707,-0.015305,0.122913,0.020429,0.207816,-0.050513,-0.264201,0.074591,0.001641,-0.0103,0.010492
promotion-heavy,220000,base-stale,7,48,664658.907263,616708.689996,708638.665571,-18551.657544,-26965.260689,-9695.624266,-0.034933,-0.04919,-0.020905,0.780337,0.758318,0.799189,0.388724,0.344067,0.433723,0.008505,0.004876,0.01349,40.833333,39.416667,41.928646,0.127435,0.123481,0.130838,-1.554925,-2.378349,-0.97543,0.989625,0.980924,0.999125,0.882233,0.867423,0.897092,0.174092,0.136364,0.214274,0.011532,0.007144,0.017222,0.010375,0.001102,0.021019,0.438396,0.37931,0.501514,0.57608,0.504925,0.655699,-0.019609,-0.071991,0.008837,1.033033,1.021952,1.044807,0.796492,0.778503,0.813784,0.357384,0.319581,0.39908,0.008079,0.004577,0.011702,-0.033033,-0.045739,-0.02083,0.05763,0.012659,0.097685,0.041768,-0.030044,0.098998,0.017341,-0.004854,0.049036,0.996895,0.987797,1.00517,0.936196,0.924687,0.949451,0.082127,0.05962,0.105681,0.009492,0.005556,0.014191,0.003105,-0.005543,0.010878,0.673951,0.60525,0.740534,0.782143,0.71386,0.848013,0.070935,-0.015123,0.176395,1.038748,1.026732,1.053891,0.801252,0.781396,0.822981,0.387133,0.351442,0.425938,0.008019,0.004407,0.011969,-0.038748,-0.049776,-0.0253,0.082851,0.01585,0.14188,-0.129092,-0.348938,0.007782,0.005583,-0.012593,0.031746
promotion-heavy,220000,full-refresh,0,48,646107.24972,598022.650547,695025.584231,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.75,39.291667,41.938542,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
promotion-heavy,220000,stronger-but-stale,3,48,635300.429309,582592.972127,681589.383924,10806.820411,1784.348339,19112.732701,0.023435,0.012254,0.039344,0.757107,0.743062,0.769089,0.392715,0.350966,0.432894,0.015046,0.008265,0.022197,42.5,40.968229,43.834375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
promotion-heavy,220000,weaker-but-fresh,0,48,408858.794324,376126.271764,440596.00435,237248.455396,220827.138025,251601.648612,0.372071,0.362328,0.382992,0.444626,0.424979,0.466011,0.448614,0.402694,0.489094,0.0,0.0,0.0,70.708333,68.873958,72.306771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
promotion-heavy,390000,base-stale,0,48,974409.681692,897837.069881,1052230.051759,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.75,72.613021,76.720313,0.048882,0.045211,0.052632,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
promotion-heavy,390000,base-stale,1,48,987529.759544,921335.963923,1067713.64745,-13120.077853,-20034.485406,-5342.354038,-0.014545,-0.022569,-0.007514,0.88204,0.871434,0.89318,0.173227,0.146892,0.196878,0.000861,0.0,0.002024,74.104167,71.944271,76.135937,0.076312,0.07232,0.079771,-0.857522,-1.634644,-0.185489,1.008604,1.001299,1.016669,0.89885,0.888943,0.910203,0.127769,0.103074,0.149241,0.001449,0.000282,0.002926,-0.008604,-0.016006,-0.000824,0.144393,0.09714,0.191477,0.250509,0.171616,0.345395,0.000298,0.0,0.000893,1.012518,1.004739,1.02092,0.890106,0.879641,0.899328,0.161139,0.141278,0.186699,0.000857,0.0,0.00173,-0.012518,-0.019437,-0.005129,0.066097,0.037413,0.104741,0.062759,0.029654,0.100907,0.000298,0.0,0.000893,1.018163,1.010338,1.025882,0.903601,0.8941,0.913103,0.131099,0.113222,0.150686,0.001457,0.000427,0.00265,-0.018163,-0.025563,-0.009894,0.186603,0.145251,0.226599,0.236378,0.178768,0.290347,0.000298,0.0,0.000893,1.015372,1.011258,1.020077,0.909961,0.900128,0.918597,0.167165,0.144426,0.190849,0.000885,0.0,0.002052,-0.015372,-0.020329,-0.01098,0.2136,0.151171,0.287212,-0.001891,-0.068854,0.068922,-0.001813,-0.005438,0.0
promotion-heavy,390000,base-stale,3,48,990364.897914,918387.961326,1059793.716826,-15955.216222,-24919.240575,-7710.636665,-0.01835,-0.026707,-0.009487,0.836676,0.823125,0.852315,0.25571,0.226535,0.283021,0.001159,0.000278,0.002279,74.4375,72.270833,76.313542,0.09583,0.092326,0.099706,-1.495804,-2.218631,-0.84642,0.99931,0.991551,1.007372,0.887256,0.875731,0.898644,0.1468,0.12388,0.170696,0.002763,0.001087,0.004684,0.00069,-0.007361,0.008684,0.297324,0.249113,0.345406,0.427075,0.371899,0.484467,-0.038644,-0.101423,0.003838,1.016848,1.008868,1.025209,0.84671,0.834486,0.857844,0.240788,0.212349,0.269166,0.001159,0.00028,0.002065,-0.016848,-0.025343,-0.008412,0.047329,0.01858,0.077494,0.047942,-0.003652,0.096315,0.0,0.0,0.0,1.023817,1.014304,1.030571,0.887593,0.874978,0.898461,0.163794,0.140772,0.188434,0.0031,0.001415,0.005035,-0.023817,-0.030942,-0.015647,0.310693,0.269294,0.353208,0.352442,0.29684,0.4082,-0.019979,-0.06083,0.000893,1.018065,1.011919,1.02408,0.86534,0.852738,0.877072,0.25109,0.226674,0.282118,0.001143,0.000282,0.002026,-0.018065,-0.02347,-0.011445,0.164062,0.115228,0.23014,-0.009865,-0.071247,0.04695,0.001126,0.0,0.003377
